protein.Accession,protein_probability,protein_probability_soft_label,gene_symbol,mRNA_TPM,hard_label
Q9BWV1,0.185281829,0.533650656,BOC,0.139390872,
Q9BWV3,0.710561715,0.295600093,CDADC1,0.80329073,0
Q9BWW7,0.254628664,0.18646396,SCRT1,0.107677188,0
Q9BWX5,0.179500854,0.343013441,GATA5,0.026556263,
Q9BX10,0.399154187,0.542626348,GTPBP2,3.585462384,
Q9BX26,0.645300106,0.501457986,SYCP2,0.253030589,
Q9BX40,0.587862888,0.719174766,LSM14B,3.856759319,1
Q9BX59,0.726852053,0.906389187,TAPBPL,3.212521659,1
Q9BX63,0.349151721,0.785123002,BRIP1,0.750469237,1
Q9BX66,0.248055938,0.786162507,SORBS1,0.488911861,1
Q9BX68,0.999795841,0.999887777,HINT2,4.740753366,1
Q9BX69,0.458915171,0.636829145,CARD6,1.934219572,
Q9BX73,0.418751156,0.136033465,TM2D2,4.268995317,0
Q9BX84,0.186673217,0.439072744,TRPM6,0.143548536,
Q9BX93,0.228090116,0.021001504,PLA2G12B,0.016641171,0
Q9BXA7,0.337235672,0.367089069,TSSK1B,0,
Q9BXB5,0.757470484,0.611701414,OSBPL10,0.943304238,
Q9BXF3,0.183206855,0.613153313,CECR2,0.00507805,
Q9BXF6,0.500305269,0.564300993,RAB11FIP5,2.013528761,
Q9BXF9,0.884196833,0.637550414,TEKT3,0,
Q9BXI2,0.512244852,0.257325866,SLC25A2,1.065727568,0
Q9BXJ3,0.832204915,0.324165285,C1QTNF4,0.249666572,
Q9BXJ7,0.539707084,0.528228051,AMN,4.26122202,
Q9BXJ9,0.658647414,0.897316074,NAA15,2.231731858,1
Q9BXK1,0.94698166,0.347017186,KLF16,4.51595162,
Q9BXK5,0.999848808,0.998277378,BCL2L13,1.955962876,1
Q9BXL5,0.436535104,0.220208539,HEMGN,0,0
Q9BXL6,0.960860229,0.703440462,CARD14,2.483658852,1
Q9BXL7,0.398329358,0.47667011,CARD11,0.720125327,
Q9BXL8,0.726691272,0.291848883,CDCA4,3.579677549,0
Q9BXM0,0.152736608,0.578113156,PRX,0.551475824,
Q9BXM7,0.131677871,0.328883948,PINK1,2.428357152,
Q9BXM9,0.442660007,0.567313627,FSD1L,0.43388131,
Q9BXN1,0.192968725,0.125321167,ASPN,0,0
Q9BXN2,0.347642621,0.174671133,CLEC7A,3.522932943,0
Q9BXP2,0.922433191,0.797824819,SLC12A9,3.487418767,1
Q9BXP5,0.950905056,0.998707229,SRRT,5.914136748,1
Q9BXP8,0.258976179,0.411729912,PAPPA2,0.003511819,
Q9BXQ6,0.412580649,0.109534138,TMEM121B,1.348759308,0
Q9BXR3,0.129847559,0.317470882,ERVK-6,0,
Q9BXR5,0.129977936,0.253622645,TLR10,0.629089748,0
Q9BXS0,0.192296435,0.245433394,COL25A1,0,0
Q9BXT4,0.329367054,0.464216164,TDRD1,0.04916415,
Q9BXT5,0.397826024,0.459770408,TEX15,0.020433675,
Q9BXT6,0.246069486,0.291235525,MOV10L1,0.050238172,0
Q9BXT8,0.359451382,0.520521792,RNF17,0.014424223,
Q9BXU0,0.270569946,0,TEX12,0.538653688,0
Q9BXU1,0.486071465,0.555416461,STK31,0.756229827,
Q9BXU3,0.211592232,0.287538692,TEX13A,0,0
Q9BXU7,0.338619305,0.431761814,USP26,0,
Q9BXU9,0.914472088,0.362248279,CALN1,0.000503642,
Q9BXV9,0.999999873,0.856846885,GON7,0,1
Q9BXW6,0.419890719,0.721991105,OSBPL1A,0.872711422,1
Q9BXW7,0.725228153,0.897195003,HDHD5,3.543244947,1
Q9BXW9,0.208023323,0.605794182,FANCD2,2.096769131,
Q9BXX0,0.248823055,0.256134735,EMILIN2,2.245805796,0
Q9BXX2,0.478534056,0.38289887,ANKRD30B,0,
Q9BXX3,0.167946925,0.564798285,ANKRD30A,0.003139403,
Q9BY07,0.605640244,0.591012075,SLC4A5,0.043979713,
Q9BY10,0.329175506,0.216186478,SLC46A2,0.978246931,0
Q9BY11,0.219309232,0.273297003,PACSIN1,0.34595108,0
Q9BY12,0.340734477,0.553351635,SCAPER,0.383171798,
Q9BY15,0.975822093,0.46125518,ADGRE3,0.073150632,
Q9BY31,0.152276909,0.214778896,ZNF717,0.628342727,0
Q9BY32,0.411250474,0.978510152,ITPA,4.098235758,1
Q9BY41,0.419958393,0.435969698,HDAC8,0.919977404,
Q9BY43,0.999992716,0.707251723,CHMP4A,3.190512165,1
Q9BY44,0.999287782,0.980788869,EIF2A,3.47460461,1
Q9BY49,0.746890526,0.453891227,PECR,0.600561083,
Q9BY66,0.493297302,0.630050659,KDM5D,0.047963876,
Q9BY67,0.968401551,0.402546437,CADM1,0.07616715,
Q9BY76,0.279820911,0.547417654,ANGPTL4,4.473108768,
Q9BY77,0.994275381,0.993389886,POLDIP3,3.637391947,1
Q9BY84,0.943062905,0.444229203,DUSP16,1.920369947,
Q9BY89,0.197092308,0.505617005,KIAA1671,2.524780912,
Q9BYB0,0.286630646,0.662275806,SHANK3,0.3962494,
Q9BYB4,0.33200379,0.255277479,GNB1L,1.325056276,0
Q9BYC5,0.146814779,0.892215693,FUT8,1.129315061,1
Q9BYD1,0.99935377,0.710659152,MRPL13,2.198099478,1
Q9BYD3,0.997831348,0.982872318,MRPL4,5.13942103,1
Q9BYD9,0.593429571,0.111493493,ACTRT3,2.111669835,0
Q9BYE2,0.138948996,0.252052065,TMPRSS13,1.245403743,0
Q9BYE7,0.163004087,0.317834087,PCGF6,0.99230861,
Q9BYE9,0.226366833,0.43214496,CDHR2,3.025149824,
Q9BYH8,0.156860375,0.317785892,NFKBIZ,4.825176191,
Q9BYI3,0.239411181,0.553639906,HYCC1,0,
Q9BYJ1,0.828184549,0.255336053,ALOXE3,0.420755592,0
Q9BYJ9,0.13275656,0.63590838,YTHDF1,4.323224636,
Q9BYK8,0.253778114,0.284686013,HELZ2,4.422586539,0
Q9BYM8,0.369571286,0.562135624,RBCK1,4.730257918,
Q9BYN7,0.739392551,0.174770868,ZNF341,1.295413135,0
Q9BYN8,0.294218973,0.345592516,MRPS26,6.013247112,
Q9BYP7,0.187365508,0.416540204,WNK3,0,
Q9BYS8,0.230470962,0.330049252,LRRC2,0.046648873,
Q9BYT3,0.534297127,0.415306844,STK33,0.202384354,
Q9BYT8,0.649700874,0.860453228,NLN,1.523926885,1
Q9BYT9,0.187994521,0.245363522,ANO3,0.021044694,0
Q9BYU1,0.464424538,0.24152683,PBX4,1.231344032,0
Q9BYV1,0.61475831,0.314076217,AGXT2,0,
Q9BYV8,0.476497357,0.337107979,CEP41,1.489574989,
Q9BYV9,0.349841338,0.411005146,BACH2,0.047015615,
Q9BYW1,0.411631158,0.0971318,SLC2A11,0,0
Q9BYW2,0.399792429,0.539388583,SETD2,2.129251744,
Q9BYX4,0.326002353,0.503290115,IFIH1,1.295398534,
Q9BYX7,0.999999973,0.999999997,POTEKP,0.009199115,1
Q9BYZ6,0.472879534,0.230059995,RHOBTB2,2.141380844,0
Q9BZ11,0.137894064,0.098412713,ADAM33,0.319785497,0
Q9BZ23,0.704272908,0.774900025,PANK2,2.391612217,1
Q9BZ29,0.722828734,0.723066165,DOCK9,0.704151875,1
Q9BZ71,0.721900644,0.480850467,PITPNM3,0.768430265,
Q9BZ72,0.274571691,0.353035705,PITPNM2,1.82380709,
Q9BZ76,0.294753897,0.459156443,CNTNAP3,0.083645645,
Q9BZ95,0.883526446,0.552287351,NSD3,2.456247462,
Q9BZA8,0.196641437,0.731473086,PCDH11Y,0,1
Q9BZB8,0.453171243,0.465887695,CPEB1,0.003178234,
Q9BZC7,0.433057293,0.645836279,ABCA2,4.777255257,
Q9BZD2,0.13173185,0.464492057,SLC29A3,0.949847315,
Q9BZD4,0.355376632,0.158545794,NUF2,1.738953155,0
Q9BZD6,0.803118295,0.162058361,PRRG4,2.420189551,0
Q9BZE4,0.957311364,0.724308334,GTPBP4,3.733453783,1
Q9BZE7,0.368127853,0.379799671,C22orf23,0.090774522,
Q9BZE9,0.938800896,0.840549238,ASPSCR1,2.646029558,1
Q9BZF1,0.378402485,0.984952496,OSBPL8,1.087833308,1
Q9BZF3,0.66390663,0.266296256,OSBPL6,0.001612553,0
Q9BZF9,0.146476861,0.624082858,UACA,2.022878895,
Q9BZG1,0.485082979,0.995120737,RAB34,4.219175037,1
Q9BZG2,0.131863844,0.428080423,ACP4,0.488656406,
Q9BZH6,0.204155702,0.77132885,WDR11,2.677431629,1
Q9BZI1,0.145797564,0.161106293,IRX2,0,0
Q9BZI7,0.781492735,0.392291329,UPF3B,3.622326525,
Q9BZJ0,0.661321543,0.74632155,CRNKL1,3.22947336,1
Q9BZJ4,0.96337447,0.436768195,SLC25A39,6.488689856,
Q9BZJ6,0.181539892,0.118275908,GPR63,0.045499992,0
Q9BZK3,0.995877901,0.845622226,NACA4P,0.268657615,1
Q9BZK7,0.999903333,0.999726441,TBL1XR1,2.678029233,1
Q9BZL4,0.864253487,0.685402045,PPP1R12C,4.683733904,
Q9BZL6,0.930632204,0.29631583,PRKD2,3.72930392,0
Q9BZM3,0.64484583,0.146419854,GSX2,0,0
Q9BZM5,0.199997661,0.071594361,ULBP2,2.106537902,0
Q9BZQ2,0.283554445,0.375996685,SHCBP1L,0,
Q9BZQ8,0.998231884,0.962631048,NIBAN1,0.594747128,1
Q9BZV3,0.138036338,0.219868599,IMPG2,0.02037751,0
Q9BZW7,0.148227933,0.353283941,TSGA10,0.274332407,
Q9BZY9,0.554860629,0.101332519,TRIM31,0.063909178,0
Q9BZZ5,0.973108967,0.999998283,API5,3.498593248,1
Q9C000,0.903950547,0.914264541,NLRP1,1.575107198,1
Q9C004,0.315754844,0.268690002,SPRY4,3.205628533,0
Q9C005,0.999940747,0.997481316,DPY30,1.436773345,1
Q9C019,0.634900818,0.697786014,TRIM15,0,
Q9C035,0.415716289,0.501848869,TRIM5,0.338608821,
Q9C037,0.130321691,0.319996832,TRIM4,2.024613891,
Q9C040,0.262078005,0.619389503,TRIM2,1.5102352,
Q9C075,0.192055351,0.740819206,KRT23,0,1
Q9C086,0.953894957,0.409065038,INO80B,3.445966924,
Q9C091,0.30695498,0.53791536,GREB1L,0.003548155,
Q9C093,0.931133104,0.723691637,SPEF2,0.206245422,1
Q9C099,0.239203595,0.472773309,LRRCC1,2.313811764,
Q9C0A0,0.40766318,0.384369082,CNTNAP4,0,
Q9C0A1,0.40241216,0.648273177,ZFHX2,0.280384672,
Q9C0A6,0.255735081,0.726153938,SETD5,3.267869569,1
Q9C0B1,0.369484009,0.687696962,FTO,0.767551129,
Q9C0B2,0.459259693,0.642480724,CFAP74,0.016296475,
Q9C0B5,0.217612551,0.646078247,ZDHHC5,3.856612908,
Q9C0B7,0.193509552,0.415910486,TANGO6,0.814589876,
Q9C0B9,0.196710723,0.539805297,ZCCHC2,3.136872534,
Q9C0C2,0.975495565,0.923466497,TNKS1BP1,4.437325267,1
Q9C0C7,0.564141383,0.568118244,AMBRA1,1.290653904,
Q9C0C9,0.695872192,0.430269513,UBE2O,3.471714536,
Q9C0D0,0.130443847,0.332205524,PHACTR1,0.383157231,
Q9C0D2,0.261661526,0.690182213,CEP295,1.993661823,
Q9C0D4,0.962848278,0.773666079,ZNF518B,0.906662354,1
Q9C0D5,0.33784376,0.319830785,TANC1,1.300244775,
Q9C0D6,0.246510778,0.302733845,FHDC1,1.542842467,
Q9C0E2,0.379653375,0.663797632,XPO4,1.566742835,
Q9C0E4,0.312514367,0.470673971,GRIP2,0.157657246,
Q9C0E8,0.835607683,0.999994849,LNPK,1.284067714,1
Q9C0F0,0.163618836,0.573009749,ASXL3,0,
Q9C0G0,0.631838472,0.485197492,ZNF407,0.492883231,
Q9C0G6,0.309776478,0.640132368,DNAH6,0.264600897,
Q9C0H5,0.199703966,0.444996758,ARHGAP39,1.43787684,
Q9C0H6,0.405184561,0.19952495,KLHL4,0.004397344,0
Q9C0H9,0.896953469,0.552833566,SRCIN1,0,
Q9C0I4,0.134183301,0.404442667,THSD7B,0,
Q9C0J1,0.280740418,0.1784774,B3GNT4,1.302926755,0
Q9C0J8,0.635768938,0.894943199,WDR33,2.063035398,1
Q9C0K3,0.999900011,0.998607785,ACTR3C,0.802271804,1
Q9GZL7,0.30978387,0.780669671,WDR12,1.330623557,1
Q9GZM7,0.140329585,0.355030637,TINAGL1,6.163053439,
Q9GZM8,0.956195461,0.924228012,NDEL1,1.697653364,1
Q9GZN6,0.213381897,0.107849157,SLC6A16,0.13261528,0
Q9GZN7,0.567224866,0.627967509,ROGDI,3.58320445,
Q9GZP4,0.990146169,0.846312763,PITHD1,4.132166879,1
Q9GZQ4,0.672473177,0.213275064,NMUR2,1.239217842,0
Q9GZR5,0.4922005,0.092669625,ELOVL4,0.010221157,0
Q9GZR7,0.1846992,0.379509092,DDX24,0.030195409,
Q9GZS0,0.733747784,0.517158621,DNAI2,0.016412979,
Q9GZS3,0.540470503,0.927413072,SKIC8,0,1
Q9GZS9,0.309719189,0.18568598,CHST5,1.248622226,0
Q9GZT4,0.301620284,0.581319392,SRR,0.570257049,
Q9GZT5,0.315818997,0.142513389,WNT10A,0.756774953,0
Q9GZT6,0.690215496,0.984128397,CCDC90B,2.20330332,1
Q9GZT8,0.256045125,0.890626288,NIF3L1,2.575020396,1
Q9GZT9,0.973326036,0.961210854,EGLN1,2.642968108,1
Q9GZU0,0.573245086,0.151821983,C6orf62,4.123811785,0
Q9GZU2,0.146078102,0.544441559,PEG3,0.104120577,
Q9GZU3,0.250470747,0.179417111,TMEM39B,2.16719284,0
Q9GZU7,0.978981674,0.391821235,CTDSP1,5.291985285,
Q9GZV3,0.251483254,0.105668157,SLC5A7,0.012169344,0
Q9GZV4,0.999945815,0.999992143,EIF5A2,1.806418132,1
Q9GZX3,0.234382798,0.158859517,CHST6,0.252750225,0
Q9GZX6,0.396156578,0.038559136,IL22,0,0
Q9GZY8,0.999529081,0.990650703,MFF,2.992973149,1
Q9GZZ9,0.994634924,0.967655969,UBA5,2.871645003,1
Q9H000,0.70042782,0.199243545,MKRN2,2.339924824,0
Q9H008,0.982622007,0.882871834,LHPP,0.453159423,1
Q9H013,0.200339333,0.314143345,ADAM19,0.464709313,
Q9H019,0.926666299,0.55583841,MTFR1L,2.906098578,
Q9H040,0.673897591,0.352794547,SPRTN,1.903031874,
Q9H061,0.937805865,0.999745608,TMEM126A,2.988495491,1
Q9H063,0.583841999,0.333856022,MAF1,5.915287315,
Q9H069,0.851384316,0.540833897,DRC3,0.417994206,
Q9H074,0.529882552,0.999354232,PAIP1,2.947649236,1
Q9H078,0.992324023,0.884748461,CLPB,1.110497142,1
Q9H082,0.997992818,0.854669785,RAB33B,1.623692255,1
Q9H094,0.718719407,0.518609808,NBPF3,0.072272771,
Q9H098,0.938831442,0.201746958,FAM107B,1.694053813,0
Q9H0A0,0.890904854,0.995484007,NAT10,3.617373952,1
Q9H0A3,0.26985797,0.158492666,TMEM191A,2.629632536,0
Q9H0A6,0.22414587,0.377105833,RNF32,0.892889427,
Q9H0A9,0.380888957,0.388923166,SPATC1L,0,
Q9H0B3,0.418107277,0.301641829,IQCN,2.657390537,
Q9H0B6,0.999773197,0.959182462,KLC2,3.670286445,1
Q9H0B8,0.302898064,0.48114062,CRISPLD2,0.775373966,
Q9H0C1,0.354824571,0.307441582,ZMYND12,0.468013567,
Q9H0C2,0.801394561,0.948591381,SLC25A31,0,1
Q9H0C8,0.988270339,0.636072339,ILKAP,2.812587146,
Q9H0D2,0.289768822,0.355995434,ZNF541,0.012741933,
Q9H0D6,0.997093406,0.983069372,XRN2,2.997094021,1
Q9H0E2,0.999946991,0.857122567,TOLLIP,2.433640195,1
Q9H0E9,0.923016593,0.452360488,BRD8,2.658820181,
Q9H0F5,0.188642714,0.160621447,RNF38,1.047023475,0
Q9H0F7,0.838661463,0.460956893,ARL6,0.678668972,
Q9H0G5,0.695106131,0.363420047,NSRP1,2.523076772,
Q9H0H0,0.284393102,0.735163636,INTS2,1.82318963,1
Q9H0I9,0.143170398,0.350985386,TKTL2,0.923434407,
Q9H0J4,0.350794469,0.498567725,QRICH2,0.708935911,
Q9H0J9,0.221044331,0.52087486,PARP12,3.541579218,
Q9H0K1,0.150556149,0.246063464,SIK2,1.450767982,0
Q9H0K4,0.185422635,0.386072296,RSPH6A,0.307825208,
Q9H0K6,0.266743042,0.331519234,PUS7L,2.463073762,
Q9H0L4,0.999269506,0.944838191,CSTF2T,4.007787377,1
Q9H0M0,0.258743562,0.433279879,WWP1,1.877187715,
Q9H0M4,0.152022083,0.417958452,ZCWPW1,0.838793302,
Q9H0P0,0.467266742,0.608545773,NT5C3A,2.588964697,
Q9H0Q0,0.999989515,0.999913616,CYRIA,0.386605957,1
Q9H0R4,0.491909325,0.842243165,HDHD2,1.48761634,1
Q9H0R5,0.28006594,0.992453749,GBP3,3.98162459,1
Q9H0R6,0.131637917,0.394468227,QRSL1,1.830869812,
Q9H0S4,0.854321191,0.992402891,DDX47,2.997350281,1
Q9H0T7,0.947737049,0.235870722,RAB17,2.90638534,0
Q9H0U3,0.276591137,0.998578088,MAGT1,2.907223185,1
Q9H0U4,0.999999992,0.999999999,RAB1B,5.317054171,1
Q9H0U9,0.404015269,0.194162815,TSPYL1,4.200528772,0
Q9H0V1,0.132671468,0.309160109,TMEM168,2.698103272,
Q9H0W5,0.173190122,0.329793174,CCDC8,0.098913758,
Q9H0W8,0.442394741,0.819076045,SMG9,3.323384451,1
Q9H0W9,0.994921165,0.850995348,C11orf54,1.497664131,1
Q9H0X4,0.711660068,0.459377539,FAM234A,2.77224966,
Q9H0X6,0.275055833,0.371057685,RNF208,4.943285525,
Q9H0Y0,0.923890089,0.275282797,ATG10,0.223516532,0
Q9H106,0.137054162,0.145768486,SIRPD,0.055777833,0
Q9H115,0.999999336,0.999989249,NAPB,1.144138731,1
Q9H116,0.483876985,0.357583869,GZF1,3.464019166,
Q9H158,0.293540238,0.305403097,PCDHAC1,0,
Q9H160,0.366560768,0.223766301,ING2,3.238830349,0
Q9H161,0.371809529,0.312960484,ALX4,0,
Q9H171,0.253286224,0.421194529,ZBP1,2.626594394,
Q9H172,0.564854099,0.345203018,ABCG4,0.048274869,
Q9H173,0.14888682,0.871618125,SIL1,0.678406396,1
Q9H195,0.162430669,0.247488254,MUC3B,0,0
Q9H1A4,0.243792012,0.733380644,ANAPC1,1.080953554,1
Q9H1B4,0.172719089,0.321395406,NXF5,0.089788399,
Q9H1B5,0.158642273,0.624441153,XYLT2,3.465153266,
Q9H1B7,0.999337665,0.888747023,IRF2BPL,4.672372245,1
Q9H1C0,0.156376167,0.074845031,LPAR5,1.725540846,0
Q9H1E5,0.217349587,0.952879373,TMX4,2.758860454,1
Q9H1H9,0.361007828,0.673268946,KIF13A,0.843744364,
Q9H1I8,0.975715159,0.874231015,ASCC2,3.796386091,1
Q9H1K0,0.999148881,0.586285935,RBSN,2.462131556,
Q9H1N7,0.363946597,0.17710219,SLC35B3,2.334732061,0
Q9H1Q7,0.467219088,0.370134451,PCED1A,4.676657918,
Q9H1R3,0.141121264,0.318903638,MYLK2,0.530490063,
Q9H1V8,0.135771398,0.400748168,SLC6A17,0.006483663,
Q9H1Z4,0.495366918,0.345334788,WDR13,3.841807202,
Q9H1Z9,0.177548044,0.205814218,TSPAN10,0.208885203,0
Q9H201,0.255719581,0.707259777,EPN3,4.440808431,1
Q9H221,0.182241265,0.198958103,ABCG8,0.318873922,0
Q9H222,0.144374879,0.376884845,ABCG5,0.377597672,
Q9H223,0.999950004,0.999997437,EHD4,2.928221852,1
Q9H251,0.98917713,0.807087057,CDH23,0.086086555,1
Q9H254,0.944879408,0.878369986,SPTBN4,0.191078201,1
Q9H257,0.565967427,0.604074916,CARD9,3.21481787,
Q9H267,0.282018987,0.997794414,VPS33B,2.612701077,1
Q9H269,0.979700212,0.932044606,VPS16,3.342552288,1
Q9H270,0.998407521,0.709919806,VPS11,3.650621034,1
Q9H295,0.130134502,0.226960528,DCSTAMP,0.174864013,0
Q9H299,1,0.999989487,SH3BGRL3,8.420535818,1
Q9H2A9,0.21750306,0.102666876,CHST8,0,0
Q9H2B4,0.6512216,0.214631195,SLC26A1,0.696479067,0
Q9H2C0,0.188735431,0.497121928,GAN,2.038206824,
Q9H2C1,0.446280383,0.222291221,LHX5,0.032296698,0
Q9H2C2,0.191936201,0.109800702,ARV1,2.074209451,0
Q9H2D6,0.674640865,0.909585553,TRIOBP,3.239095356,1
Q9H2E6,0.445278123,0.689824408,SEMA6A,0.875055918,
Q9H2F9,0.130506788,0.389808244,CCDC68,2.037898228,
Q9H2G2,0.932736885,0.86657257,SLK,3.252401894,1
Q9H2G9,0.86848528,0.246021941,BLZF1,2.665407399,0
Q9H2H8,0.643568852,0.794905399,PPIL3,2.37445898,1
Q9H2J1,0.80567958,0.137303912,ARRDC1-AS1,3.93515568,0
Q9H2J4,0.993747882,0.812883461,PDCL3,3.256481889,1
Q9H2J7,0.477378921,0.699672755,SLC6A15,0,
Q9H2K0,0.952518874,0.308139047,MTIF3,2.988502359,
Q9H2K2,0.222562185,0.658478328,TNKS2,2.237235743,
Q9H2K8,0.999943978,0.981572795,TAOK3,1.811017928,1
Q9H2M9,0.982323985,0.940490611,RAB3GAP2,1.650556985,1
Q9H2P0,0.255984301,0.586974757,ADNP,3.695504098,
Q9H2P9,0.132397134,0.514971295,DPH5,2.055043381,
Q9H2R5,0.151798899,0.370915633,KLK15,0.131938023,
Q9H2S1,0.41197863,0.197340256,KCNN2,0,0
Q9H2S5,0.463704443,0.424749432,RNF39,0,
Q9H2S9,0.451806913,0.429902411,IKZF4,1.468848501,
Q9H2T7,0.430465922,0.335764614,RANBP17,0.001534143,
Q9H2U1,0.147870166,0.796323722,DHX36,2.004683534,1
Q9H2U2,0.99996771,0.999905,PPA2,1.651105687,1
Q9H2W6,0.982784102,0.99835424,MRPL46,2.630390132,1
Q9H2X0,0.16774841,0.333752321,CHRD,0.786871695,
Q9H2X3,0.145786846,0.419552628,CLEC4M,0.051258758,
Q9H2X6,0.129817916,0.314022391,HIPK2,2.244319462,
Q9H2Y7,0.852626214,0.674495139,ZNF106,2.527182399,
Q9H2Y9,0.16605939,0.221284136,SLCO5A1,0.312271575,0
Q9H300,0.269235089,0.690730425,PARL,1.890045908,
Q9H307,0.320164624,0.871473373,PNN,6.52143361,1
Q9H329,0.130852614,0.377786792,EPB41L4B,1.338500609,
Q9H334,0.201033399,0.766303158,FOXP1,0.930004451,1
Q9H361,0.999999475,0.999998159,PABPC3,1.443660767,1
Q9H3C7,0.559838396,0.496242404,GGNBP2,0.139501235,
Q9H3D4,0.28655618,0.224556103,TP63,0.02498521,0
Q9H3E2,0.131154844,0.4330563,SNX25,0.504821138,
Q9H3G5,0.999999797,0.999624097,CPVL,1.164416399,1
Q9H3H3,0.654825959,0.342556528,C11orf68,4.269632439,
Q9H3K2,0.320649856,0.851039769,GHITM,4.712865804,1
Q9H3K6,0.999999941,0.999985868,BOLA2; BOLA2B,0,1
Q9H3N1,0.999999686,0.999994683,TMX1,3.187459741,1
Q9H3P2,0.989901135,0.877819921,NELFA,2.605803255,1
Q9H3P7,0.624829345,0.913979433,ACBD3,2.780139976,1
Q9H3Q1,0.129997895,0.765977334,CDC42EP4,4.138122958,1
Q9H3R1,0.34138882,0.446277357,NDST4,0.001174882,
Q9H3S5,0.130483225,0.208280719,PIGM,3.633667308,0
Q9H3S7,0.287992317,0.725221476,PTPN23,3.768932078,1
Q9H3T2,0.186891925,0.302671475,SEMA6C,1.171833986,
Q9H3T3,0.175159295,0.296933288,SEMA6B,1.918591954,0
Q9H3Y6,0.2020093,0.221376908,SRMS,2.515189014,0
Q9H3Y8,0.880843389,0.284447608,PPDPF,8.491514053,0
Q9H410,0.998711566,0.61578711,DSN1,2.784602947,
Q9H422,0.758597991,0.251825794,HIPK3,1.890722506,0
Q9H444,0.999973358,0.997248245,CHMP4B,4.488459473,1
Q9H461,0.246079513,0.220357401,FZD8,2.076662407,0
Q9H4A3,0.967856414,0.763524696,WNK1,2.939939954,1
Q9H4A4,0.999753913,0.999865598,RNPEP,4.055036853,1
Q9H4B0,0.434004405,0.419131704,OSGEPL1,0.90087575,
Q9H4B4,0.34601343,0.268416923,PLK3,5.770655337,0
Q9H4B7,0.999488881,0.999207901,TUBB1,0.31657936,1
Q9H4B8,0.179130883,0.44285756,DPEP3,0.482147942,
Q9H4D0,0.556011471,0.277710687,CLSTN2,0.001046914,0
Q9H4E5,0.999999976,0.999789895,RHOJ,0.007496863,1
Q9H4E7,0.999571097,0.793903606,DEF6,3.085589304,1
Q9H4G0,0.946809785,0.916647921,EPB41L1,3.229850807,1
Q9H4G4,0.999833909,0.714241748,GLIPR2,1.82800072,1
Q9H4H8,0.528730019,0.324748332,FAM83D,3.038383674,
Q9H4I0,0.648493646,0.897507299,RAD21L1,0.009513027,1
Q9H4I2,0.207052691,0.419906632,ZHX3,1.394520883,
Q9H4I3,0.9649339,0.850796878,TRABD,5.452995039,1
Q9H4K7,0.270554845,0.504170961,MTG2,3.371857198,
Q9H4L4,0.733028138,0.597277372,SENP3,3.327703326,
Q9H4L5,0.86678676,0.621390605,OSBPL3,2.133566007,
Q9H4L7,0.467112289,0.612171053,SMARCAD1,1.545389691,
Q9H4M9,0.999999637,0.999999688,EHD1,3.945967132,1
Q9H4Q3,0.148659836,0.330433167,PRDM13,0,
Q9H4S2,0.137814236,0.315452109,GSX1,0,
Q9H4T2,0.163328041,0.260707346,ZSCAN16,1.160943224,0
Q9H4W6,0.216310909,0.354756353,EBF3,0,
Q9H4X1,0.343671691,0.165746867,RGCC,4.301617485,0
Q9H4Z3,0.131739697,0.318305075,PCIF1,3.704640365,
Q9H501,0.461580194,0.47898433,ESF1,2.840390337,
Q9H521,0.33465,0,0,0,0
Q9H553,0.174643573,0.801115929,ALG2,4.242565517,1
Q9H568,0.254983629,0.379598376,ACTL8,0.093918591,
Q9H579,0.210230613,0.266864187,MROH8,0.386719523,0
Q9H582,0.926868365,0.387487305,ZNF644,1.429265443,
Q9H583,0.706155945,0.724022051,HEATR1,3.114757532,1
Q9H596,0.540673296,0.024074389,DUSP21,0,0
Q9H5H4,0.134032271,0.21860964,ZNF768,5.470289958,0
Q9H5I1,0.485977615,0.166401583,SUV39H2,1.488419341,0
Q9H5I5,0.755025834,0.687672202,PIEZO2,0.033546985,
Q9H5N1,0.37381045,0.957146089,RABEP2,3.33137781,1
Q9H5Q4,0.129864397,0.649215022,TFB2M,2.315996062,
Q9H5U6,0.486278796,0.30549446,ZCCHC4,1.022710973,
Q9H5V8,0.270015549,0.636243397,CDCP1,3.3965335,
Q9H5V9,0.383969064,0.380336144,STEEP1,2.855635214,
Q9H5X1,0.657380944,0.666433474,CIAO2A,3.134337644,
Q9H5Y7,0.179550936,0.240908289,SLITRK6,0.652310406,0
Q9H5Z1,0.388837427,0.403502521,DHX35,1.63282536,
Q9H611,0.373033328,0.347317087,PIF1,3.32784592,
Q9H665,0.923614916,0.543243437,IGFLR1,2.305154456,
Q9H668,0.948361383,0.36803381,STN1,1.658822465,
Q9H694,0.156859495,0.423322677,BICC1,0.026053248,
Q9H6A0,0.380713882,0.504686987,DENND2D,2.680144045,
Q9H6A9,0.39729036,0.392839942,PCNX3,4.368911071,
Q9H6B4,0.549888485,0.119635716,CLMP,0.044596561,0
Q9H6B9,0.184642401,0.296794842,EPHX3,1.11996338,0
Q9H6D7,0.365122221,0.491809138,HAUS4,2.755958462,
Q9H6E4,0.492335453,0.638608962,CCDC134,1.727333279,
Q9H6E5,0.305890889,0.5417347,TUT1,2.34238493,
Q9H6H4,0.852468539,0.999607752,REEP4,5.320828855,1
Q9H6K4,0.521402227,0.3324193,OPA3,2.042428551,
